image_id,category_id,area,bbox,iscrowd,bbox_id,x_min,y_min,x_max,y_max,w,h
2539,3,121541.42,"[458.5, 297.9, 371.8, 326.9]",0,11986,458.5,297.9,830.3,624.8,371.8,326.9
2539,6,4973.02,"[257.4, 947.8, 80.6, 61.7]",0,11987,257.4,947.8,338.0,1009.5,80.6,61.7
2540,8,265839.39,"[151.7, 287.0, 530.3, 501.3]",0,11988,151.7,287.0,682.0,788.3,530.3,501.3
2541,8,3575.61,"[991.5, 469.0, 32.3, 110.7]",0,11989,991.5,469.0,1023.8,579.7,32.3,110.7
2541,2,117521.08,"[28.4, 350.8, 258.8, 454.1]",0,11990,28.4,350.8,287.2,804.9000000000001,258.8,454.1
2541,2,14184.8,"[121.1, 385.0, 95.2, 149.0]",0,11991,121.1,385.0,216.3,534.0,95.2,149.0
2541,2,63717.81,"[384.5, 485.9, 246.3, 258.7]",0,11992,384.5,485.9,630.8,744.5999999999999,246.3,258.7
2541,8,59722.24,"[796.2, 503.9, 227.6, 262.4]",0,11993,796.2,503.9,1023.8000000000001,766.3,227.6,262.4
2541,8,29371.58,"[695.1, 421.2, 176.3, 166.6]",0,11994,695.1,421.2,871.4000000000001,587.8,176.3,166.6
2541,8,49261.3,"[610.5, 534.7, 209.0, 235.7]",0,11995,610.5,534.7,819.5,770.4000000000001,209.0,235.7
2541,4,1438.38,"[408.6, 517.8, 36.6, 39.3]",0,11996,408.6,517.8,445.20000000000005,557.0999999999999,36.6,39.3
2541,6,1174.78,"[394.7, 514.0, 30.2, 38.9]",0,11997,394.7,514.0,424.9,552.9,30.2,38.9
2541,7,1829.1,"[437.3, 510.0, 54.6, 33.5]",0,11998,437.3,510.0,491.90000000000003,543.5,54.6,33.5
2541,4,1847.85,"[553.7, 541.8, 63.5, 29.1]",0,11999,553.7,541.8,617.2,570.9,63.5,29.1
2542,6,144472.2,"[325.8, 165.8, 266.8, 541.5]",0,12000,325.8,165.8,592.6,707.3,266.8,541.5
2543,2,206222.64,"[391.1, 88.9, 505.2, 408.2]",0,12001,391.1,88.9,896.3,497.1,505.2,408.2
2544,6,231161.04,"[350.2, 436.1, 534.6, 432.4]",0,12002,350.2,436.1,884.8,868.5,534.6,432.4
2545,8,45714.0,"[582.8, 83.1, 285.0, 160.4]",0,12003,582.8,83.1,867.8,243.5,285.0,160.4
2545,8,37509.9,"[692.4, 155.1, 145.5, 257.8]",0,12004,692.4,155.1,837.9,412.9,145.5,257.8
2545,8,167144.88,"[529.8, 216.0, 326.2, 512.4]",0,12005,529.8,216.0,856.0,728.4,326.2,512.4
2545,8,202276.8,"[171.9, 155.3, 383.1, 528.0]",0,12006,171.9,155.3,555.0,683.3,383.1,528.0
2546,6,280746.75,"[326.1, 159.2, 558.7, 502.5]",0,12007,326.1,159.2,884.8000000000001,661.7,558.7,502.5
2547,7,10396.27,"[508.4, 428.0, 78.7, 132.1]",0,12008,508.4,428.0,587.1,560.1,78.7,132.1
2547,2,14286.68,"[44.4, 556.7, 243.8, 58.6]",0,12009,44.4,556.7,288.2,615.3000000000001,243.8,58.6
2547,7,19805.55,"[415.5, 287.8, 78.5, 252.3]",0,12010,415.5,287.8,494.0,540.1,78.5,252.3
2547,7,5647.76,"[219.2, 348.4, 62.2, 90.8]",0,12011,219.2,348.4,281.4,439.2,62.2,90.8
2547,7,38698.68,"[232.9, 353.5, 327.4, 118.2]",0,12012,232.9,353.5,560.3,471.7,327.4,118.2
2547,7,34784.63,"[236.2, 427.0, 310.3, 112.1]",0,12013,236.2,427.0,546.5,539.1,310.3,112.1
2547,7,12893.6,"[277.6, 323.7, 142.0, 90.8]",0,12014,277.6,323.7,419.6,414.5,142.0,90.8
2547,7,18349.58,"[435.3, 245.5, 123.4, 148.7]",0,12015,435.3,245.5,558.7,394.2,123.4,148.7
2547,8,48725.78,"[265.1, 424.3, 211.3, 230.6]",0,12016,265.1,424.3,476.40000000000003,654.9,211.3,230.6
2547,8,34747.56,"[264.9, 223.8, 220.2, 157.8]",0,12017,264.9,223.8,485.09999999999997,381.6,220.2,157.8
2547,7,22047.72,"[426.4, 603.8, 125.2, 176.1]",0,12018,426.4,603.8,551.6,779.9,125.2,176.1
2547,8,7794.48,"[767.5, 834.7, 112.8, 69.1]",0,12019,767.5,834.7,880.3,903.8000000000001,112.8,69.1
2547,8,120050.0,"[535.1, 542.1, 350.0, 343.0]",0,12020,535.1,542.1,885.1,885.1,350.0,343.0
2547,6,2021.84,"[0.0, 410.4, 25.4, 79.6]",0,12021,0.0,410.4,25.4,490.0,25.4,79.6
2547,6,5328.09,"[114.8, 130.0, 47.7, 111.7]",0,12022,114.8,130.0,162.5,241.7,47.7,111.7
2548,3,22215.96,"[394.5, 443.7, 181.8, 122.2]",0,12023,394.5,443.7,576.3,565.9,181.8,122.2
2549,3,4540.8,"[547.3, 145.9, 68.8, 66.0]",0,12024,547.3,145.9,616.0999999999999,211.9,68.8,66.0
2549,2,2342.1,"[562.5, 153.4, 42.2, 55.5]",0,12025,562.5,153.4,604.7,208.9,42.2,55.5
2549,8,234318.0,"[205.7, 307.1, 367.5, 637.6]",0,12026,205.7,307.1,573.2,944.7,367.5,637.6
2549,8,133120.59,"[564.6, 100.6, 262.1, 507.9]",0,12027,564.6,100.6,826.7,608.5,262.1,507.9
2550,8,124162.5,"[320.5, 330.8, 322.5, 385.0]",0,12028,320.5,330.8,643.0,715.8,322.5,385.0
2551,1,44367.28,"[360.0, 377.4, 258.4, 171.7]",0,12029,360.0,377.4,618.4,549.0999999999999,258.4,171.7
2552,2,708.35,"[427.9, 487.3, 15.5, 45.7]",0,12030,427.9,487.3,443.4,533.0,15.5,45.7
2552,2,2368.08,"[452.6, 271.2, 42.9, 55.2]",0,12031,452.6,271.2,495.5,326.4,42.9,55.2
2552,8,3689.94,"[0.0, 258.7, 26.7, 138.2]",0,12032,0.0,258.7,26.7,396.9,26.7,138.2
2552,8,41446.16,"[0.0, 357.6, 152.6, 271.6]",0,12033,0.0,357.6,152.6,629.2,152.6,271.6
2552,2,60958.8,"[37.1, 528.9, 229.6, 265.5]",0,12034,37.1,528.9,266.7,794.4,229.6,265.5
2552,2,3900.61,"[470.3, 653.5, 54.1, 72.1]",0,12035,470.3,653.5,524.4,725.6,54.1,72.1
2552,2,93635.36,"[183.1, 524.9, 330.4, 283.4]",0,12036,183.1,524.9,513.5,808.3,330.4,283.4
2552,2,3276.72,"[458.2, 400.9, 44.4, 73.8]",0,12037,458.2,400.9,502.59999999999997,474.7,44.4,73.8
2552,2,14679.83,"[96.5, 584.1, 118.1, 124.3]",0,12038,96.5,584.1,214.6,708.4,118.1,124.3
2552,2,1965.6,"[436.3, 427.3, 31.2, 63.0]",0,12039,436.3,427.3,467.5,490.3,31.2,63.0
2552,2,3995.0,"[494.0, 396.9, 47.0, 85.0]",0,12040,494.0,396.9,541.0,481.9,47.0,85.0
2552,2,12339.68,"[441.4, 471.4, 93.2, 132.4]",0,12041,441.4,471.4,534.6,603.8,93.2,132.4
2552,2,22480.0,"[863.7, 288.2, 160.0, 140.5]",0,12042,863.7,288.2,1023.7,428.7,160.0,140.5
2552,2,22526.7,"[743.6, 168.6, 126.2, 178.5]",0,12043,743.6,168.6,869.8000000000001,347.1,126.2,178.5
2552,2,165610.95,"[142.7, 241.4, 334.5, 495.1]",0,12044,142.7,241.4,477.2,736.5,334.5,495.1
2552,2,39510.12,"[902.9, 421.6, 120.9, 326.8]",0,12045,902.9,421.6,1023.8,748.4000000000001,120.9,326.8
2552,2,109670.4,"[457.9, 77.5, 336.0, 326.4]",0,12046,457.9,77.5,793.9,403.9,336.0,326.4
2552,2,37779.8,"[505.9, 154.8, 197.8, 191.0]",0,12047,505.9,154.8,703.7,345.8,197.8,191.0
2552,2,59484.78,"[519.1, 390.8, 150.9, 394.2]",0,12048,519.1,390.8,670.0,785.0,150.9,394.2
2552,2,9259.08,"[682.9, 330.2, 157.2, 58.9]",0,12049,682.9,330.2,840.0999999999999,389.09999999999997,157.2,58.9
2552,2,68402.88,"[663.1, 404.3, 234.9, 291.2]",0,12050,663.1,404.3,898.0,695.5,234.9,291.2
2552,2,71669.36,"[675.3, 325.8, 230.3, 311.2]",0,12051,675.3,325.8,905.5999999999999,637.0,230.3,311.2
2552,2,14737.71,"[541.0, 342.7, 121.9, 120.9]",0,12052,541.0,342.7,662.9,463.6,121.9,120.9
2552,2,63524.44,"[394.2, 694.2, 214.9, 295.6]",0,12053,394.2,694.2,609.1,989.8000000000001,214.9,295.6
2552,2,1393.42,"[415.0, 304.1, 25.9, 53.8]",0,12054,415.0,304.1,440.9,357.90000000000003,25.9,53.8
2553,8,44074.08,"[258.4, 435.8, 228.6, 192.8]",0,12055,258.4,435.8,487.0,628.6,228.6,192.8
2553,2,1018.16,"[426.3, 449.8, 57.2, 17.8]",0,12056,426.3,449.8,483.5,467.6,57.2,17.8
2553,2,6305.91,"[372.5, 387.0, 89.7, 70.3]",0,12057,372.5,387.0,462.2,457.3,89.7,70.3
2553,8,80730.09,"[73.1, 341.8, 302.7, 266.7]",0,12058,73.1,341.8,375.79999999999995,608.5,302.7,266.7
2553,8,14828.5,"[297.7, 557.0, 117.5, 126.2]",0,12059,297.7,557.0,415.2,683.2,117.5,126.2
2553,7,231035.64,"[338.6, 554.7, 597.3, 386.8]",0,12060,338.6,554.7,935.9,941.5,597.3,386.8
2553,8,1553.76,"[291.6, 437.8, 49.8, 31.2]",0,12061,291.6,437.8,341.40000000000003,469.0,49.8,31.2
2553,8,12134.43,"[155.8, 376.1, 168.3, 72.1]",0,12062,155.8,376.1,324.1,448.20000000000005,168.3,72.1
2554,8,233415.0,"[201.3, 143.1, 650.0, 359.1]",0,12063,201.3,143.1,851.3,502.20000000000005,650.0,359.1
2555,6,69636.64,"[538.8, 459.1, 238.4, 292.1]",0,12064,538.8,459.1,777.1999999999999,751.2,238.4,292.1
2555,1,81639.0,"[469.3, 164.1, 193.0, 423.0]",0,12065,469.3,164.1,662.3,587.1,193.0,423.0
2556,1,158519.5,"[658.6, 260.3, 365.0, 434.3]",0,12066,658.6,260.3,1023.6,694.6,365.0,434.3
2556,1,95113.76,"[0.0, 184.1, 228.2, 416.8]",0,12067,0.0,184.1,228.2,600.9,228.2,416.8
2556,2,223551.68,"[158.8, 611.6, 721.6, 309.8]",0,12068,158.8,611.6,880.4000000000001,921.4000000000001,721.6,309.8
2556,8,270880.45,"[151.7, 613.1, 733.1, 369.5]",0,12069,151.7,613.1,884.8,982.6,733.1,369.5
2556,2,5284.02,"[369.8, 751.7, 109.4, 48.3]",0,12070,369.8,751.7,479.20000000000005,800.0,109.4,48.3
2556,2,24532.2,"[471.7, 708.1, 189.0, 129.8]",0,12071,471.7,708.1,660.7,837.9000000000001,189.0,129.8
2556,7,22569.58,"[205.5, 647.1, 190.3, 118.6]",0,12072,205.5,647.1,395.8,765.7,190.3,118.6
2556,1,374.42,"[309.2, 741.1, 38.6, 9.7]",0,12073,309.2,741.1,347.8,750.8000000000001,38.6,9.7
2556,1,8257.94,"[241.1, 718.2, 145.9, 56.6]",0,12074,241.1,718.2,387.0,774.8000000000001,145.9,56.6
2556,2,213438.6,"[135.4, 470.3, 628.5, 339.6]",0,12075,135.4,470.3,763.9,809.9000000000001,628.5,339.6
2556,1,2200.0,"[580.7, 687.0, 35.2, 62.5]",0,12076,580.7,687.0,615.9000000000001,749.5,35.2,62.5
2556,2,445485.3,"[148.3, 14.0, 669.5, 665.4]",0,12077,148.3,14.0,817.8,679.4,669.5,665.4
2556,1,5360.02,"[644.7, 259.0, 56.6, 94.7]",0,12078,644.7,259.0,701.3000000000001,353.7,56.6,94.7
2556,1,9396.24,"[291.9, 75.7, 112.8, 83.3]",0,12079,291.9,75.7,404.7,159.0,112.8,83.3
2557,8,200129.0,"[220.8, 272.0, 515.0, 388.6]",0,12080,220.8,272.0,735.8,660.6,515.0,388.6
2558,6,22196.49,"[424.9, 204.2, 137.1, 161.9]",0,12081,424.9,204.2,562.0,366.1,137.1,161.9
2558,5,31199.8,"[902.3, 438.5, 121.4, 257.0]",0,12082,902.3,438.5,1023.6999999999999,695.5,121.4,257.0
2558,7,18062.36,"[864.5, 837.1, 135.4, 133.4]",0,12083,864.5,837.1,999.9,970.5,135.4,133.4
2558,1,11570.13,"[522.7, 692.5, 95.7, 120.9]",0,12084,522.7,692.5,618.4000000000001,813.4,95.7,120.9
2558,3,104325.92,"[266.2, 232.3, 276.8, 376.9]",0,12085,266.2,232.3,543.0,609.2,276.8,376.9
2558,3,68566.72,"[249.1, 602.4, 242.8, 282.4]",0,12086,249.1,602.4,491.9,884.8,242.8,282.4
2558,8,35968.0,"[532.6, 786.3, 256.0, 140.5]",0,12087,532.6,786.3,788.6,926.8,256.0,140.5
2558,8,21857.44,"[500.1, 905.5, 225.8, 96.8]",0,12088,500.1,905.5,725.9000000000001,1002.3,225.8,96.8
2558,1,6754.44,"[489.9, 950.5, 92.4, 73.1]",0,12089,489.9,950.5,582.3,1023.6,92.4,73.1
2558,6,41373.41,"[767.2, 858.8, 250.9, 164.9]",0,12090,767.2,858.8,1018.1,1023.6999999999999,250.9,164.9
2558,1,17214.4,"[911.7, 822.5, 112.0, 153.7]",0,12091,911.7,822.5,1023.7,976.2,112.0,153.7
2558,1,107981.79,"[697.9, 332.2, 249.9, 432.1]",0,12092,697.9,332.2,947.8,764.3,249.9,432.1
2558,6,12331.44,"[964.3, 331.2, 59.4, 207.6]",0,12093,964.3,331.2,1023.6999999999999,538.8,59.4,207.6
2558,3,51917.58,"[134.1, 270.2, 201.7, 257.4]",0,12094,134.1,270.2,335.79999999999995,527.5999999999999,201.7,257.4
2558,6,57127.12,"[581.6, 116.8, 184.4, 309.8]",0,12095,581.6,116.8,766.0,426.6,184.4,309.8
2558,1,9361.44,"[538.4, 192.7, 79.2, 118.2]",0,12096,538.4,192.7,617.6,310.9,79.2,118.2
2558,2,42668.8,"[290.5, 353.9, 180.8, 236.0]",0,12097,290.5,353.9,471.3,589.9,180.8,236.0
2558,3,101903.34,"[548.3, 447.3, 287.7, 354.2]",0,12098,548.3,447.3,836.0,801.5,287.7,354.2
2558,6,47350.66,"[693.1, 403.3, 186.2, 254.3]",0,12099,693.1,403.3,879.3,657.6,186.2,254.3
2558,2,1653.3,"[749.2, 973.5, 33.0, 50.1]",0,12100,749.2,973.5,782.2,1023.6,33.0,50.1
2559,1,379570.24,"[138.7, 251.6, 669.2, 567.2]",0,12101,138.7,251.6,807.9000000000001,818.8000000000001,669.2,567.2
2560,3,17521.35,"[349.5, 444.2, 225.5, 77.7]",0,12102,349.5,444.2,575.0,521.9,225.5,77.7
2560,5,16910.84,"[640.7, 438.1, 100.9, 167.6]",0,12103,640.7,438.1,741.6,605.7,100.9,167.6
2561,1,196570.5,"[297.7, 386.8, 482.5, 407.4]",0,12104,297.7,386.8,780.2,794.2,482.5,407.4
2562,8,2125.2,"[544.6, 417.3, 77.0, 27.6]",0,12105,544.6,417.3,621.6,444.90000000000003,77.0,27.6
2562,8,31940.34,"[727.0, 510.1, 263.1, 121.4]",0,12106,727.0,510.1,990.1,631.5,263.1,121.4
2562,1,50307.0,"[777.6, 611.1, 246.0, 204.5]",0,12107,777.6,611.1,1023.6,815.6,246.0,204.5
2562,8,17153.6,"[238.4, 702.1, 151.0, 113.6]",0,12108,238.4,702.1,389.4,815.7,151.0,113.6
2562,8,70375.2,"[246.4, 369.6, 283.2, 248.5]",0,12109,246.4,369.6,529.6,618.1,283.2,248.5
2562,8,3598.56,"[549.2, 411.0, 107.1, 33.6]",0,12110,549.2,411.0,656.3000000000001,444.6,107.1,33.6
2562,2,18650.62,"[481.5, 439.2, 188.2, 99.1]",0,12111,481.5,439.2,669.7,538.3,188.2,99.1
2562,2,4119.29,"[677.2, 481.9, 58.1, 70.9]",0,12112,677.2,481.9,735.3000000000001,552.8,58.1,70.9
2562,2,170622.45,"[362.2, 476.5, 468.1, 364.5]",0,12113,362.2,476.5,830.3,841.0,468.1,364.5
2562,2,4609.2,"[353.5, 523.0, 55.2, 83.5]",0,12114,353.5,523.0,408.7,606.5,55.2,83.5
2562,2,1860.6,"[599.4, 485.3, 44.3, 42.0]",0,12115,599.4,485.3,643.6999999999999,527.3,44.3,42.0
2562,2,15470.7,"[463.5, 474.4, 159.0, 97.3]",0,12116,463.5,474.4,622.5,571.6999999999999,159.0,97.3
2562,2,938.4,"[644.6, 515.5, 46.0, 20.4]",0,12117,644.6,515.5,690.6,535.9,46.0,20.4
2562,2,8723.7,"[406.6, 553.4, 179.5, 48.6]",0,12118,406.6,553.4,586.1,602.0,179.5,48.6
2562,2,31856.2,"[375.2, 573.5, 213.8, 149.0]",0,12119,375.2,573.5,589.0,722.5,213.8,149.0
2562,2,19586.34,"[579.3, 512.6, 157.7, 124.2]",0,12120,579.3,512.6,737.0,636.8000000000001,157.7,124.2
2562,2,10205.84,"[450.9, 629.6, 132.2, 77.2]",0,12121,450.9,629.6,583.0999999999999,706.8000000000001,132.2,77.2
2562,2,12750.55,"[544.2, 592.6, 135.5, 94.1]",0,12122,544.2,592.6,679.7,686.7,135.5,94.1
2563,6,84329.41,"[400.3, 385.5, 298.3, 282.7]",0,12123,400.3,385.5,698.6,668.2,298.3,282.7
2564,6,272764.8,"[387.0, 242.5, 430.5, 633.6]",0,12124,387.0,242.5,817.5,876.1,430.5,633.6
2565,3,141699.8,"[206.2, 428.2, 319.0, 444.2]",0,12125,206.2,428.2,525.2,872.4,319.0,444.2
2565,3,132457.36,"[493.4, 373.6, 400.9, 330.4]",0,12126,493.4,373.6,894.3,704.0,400.9,330.4
2566,8,21795.34,"[816.5, 918.0, 206.2, 105.7]",0,12127,816.5,918.0,1022.7,1023.7,206.2,105.7
2566,7,167640.56,"[293.1, 679.6, 570.4, 293.9]",0,12128,293.1,679.6,863.5,973.5,570.4,293.9
2566,8,10057.21,"[630.9, 963.7, 167.9, 59.9]",0,12129,630.9,963.7,798.8,1023.6,167.9,59.9
2566,6,9176.48,"[567.1, 954.6, 132.8, 69.1]",0,12130,567.1,954.6,699.9000000000001,1023.7,132.8,69.1
2566,1,1203.24,"[379.9, 996.6, 44.4, 27.1]",0,12131,379.9,996.6,424.29999999999995,1023.7,44.4,27.1
2566,8,5639.85,"[418.3, 948.1, 74.7, 75.5]",0,12132,418.3,948.1,493.0,1023.6,74.7,75.5
2566,6,11419.38,"[453.6, 949.5, 153.9, 74.2]",0,12133,453.6,949.5,607.5,1023.7,153.9,74.2
2566,2,1344.96,"[45.7, 994.9, 46.7, 28.8]",0,12134,45.7,994.9,92.4,1023.6999999999999,46.7,28.8
2566,2,3582.78,"[0.0, 960.3, 56.6, 63.3]",0,12135,0.0,960.3,56.6,1023.5999999999999,56.6,63.3
2566,2,23330.74,"[74.7, 869.6, 151.4, 154.1]",0,12136,74.7,869.6,226.10000000000002,1023.7,151.4,154.1
2566,2,27597.24,"[139.7, 912.6, 248.4, 111.1]",0,12137,139.7,912.6,388.1,1023.7,248.4,111.1
2566,7,192768.06,"[310.1, 443.3, 565.8, 340.7]",0,12138,310.1,443.3,875.9,784.0,565.8,340.7
2567,1,156620.94,"[292.4, 282.7, 435.3, 359.8]",0,12139,292.4,282.7,727.7,642.5,435.3,359.8
2568,1,35509.12,"[827.3, 338.0, 196.4, 180.8]",0,12140,827.3,338.0,1023.6999999999999,518.8,196.4,180.8
2568,8,288706.37,"[340.3, 69.8, 656.3, 439.9]",0,12141,340.3,69.8,996.5999999999999,509.7,656.3,439.9
2568,1,2008.55,"[1009.8, 194.5, 13.9, 144.5]",0,12142,1009.8,194.5,1023.6999999999999,339.0,13.9,144.5
2569,2,80487.12,"[297.3, 445.0, 386.4, 208.3]",0,12143,297.3,445.0,683.7,653.3,386.4,208.3
2570,8,216226.24,"[221.8, 267.9, 440.2, 491.2]",0,12144,221.8,267.9,662.0,759.0999999999999,440.2,491.2
2571,6,320452.8,"[159.2, 134.1, 484.8, 661.0]",0,12145,159.2,134.1,644.0,795.1,484.8,661.0
2572,8,76654.5,"[629.3, 339.3, 195.0, 393.1]",0,12146,629.3,339.3,824.3,732.4000000000001,195.0,393.1
2572,8,150591.15,"[422.3, 355.6, 278.1, 541.5]",0,12147,422.3,355.6,700.4000000000001,897.1,278.1,541.5
2572,2,212310.28,"[86.3, 527.2, 427.7, 496.4]",0,12148,86.3,527.2,514.0,1023.6,427.7,496.4
2572,2,4338.57,"[300.2, 516.4, 54.3, 79.9]",0,12149,300.2,516.4,354.5,596.3,54.3,79.9
2572,2,105945.78,"[42.7, 594.3, 364.2, 290.9]",0,12150,42.7,594.3,406.9,885.1999999999999,364.2,290.9
2572,2,12393.72,"[296.4, 649.5, 155.7, 79.6]",0,12151,296.4,649.5,452.09999999999997,729.1,155.7,79.6
2572,3,28988.4,"[295.4, 668.8, 117.6, 246.5]",0,12152,295.4,668.8,413.0,915.3,117.6,246.5
2572,2,3296.54,"[567.4, 311.2, 40.9, 80.6]",0,12153,567.4,311.2,608.3,391.79999999999995,40.9,80.6
2572,2,4567.81,"[569.1, 295.6, 53.3, 85.7]",0,12154,569.1,295.6,622.4,381.3,53.3,85.7
2572,2,6856.08,"[606.5, 271.2, 74.2, 92.4]",0,12155,606.5,271.2,680.7,363.6,74.2,92.4
2572,2,4065.04,"[672.5, 285.8, 42.7, 95.2]",0,12156,672.5,285.8,715.2,381.0,42.7,95.2
2572,2,3793.84,"[682.2, 276.7, 37.6, 100.9]",0,12157,682.2,276.7,719.8000000000001,377.6,37.6,100.9
2572,3,6126.74,"[612.3, 299.3, 70.1, 87.4]",0,12158,612.3,299.3,682.4,386.70000000000005,70.1,87.4
2572,2,1970.15,"[593.5, 357.6, 45.5, 43.3]",0,12159,593.5,357.6,639.0,400.90000000000003,45.5,43.3
2572,3,934.72,"[627.6, 376.2, 36.8, 25.4]",0,12160,627.6,376.2,664.4,401.59999999999997,36.8,25.4
2572,2,17877.98,"[63.5, 684.7, 113.8, 157.1]",0,12161,63.5,684.7,177.3,841.8000000000001,113.8,157.1
2572,2,1438.65,"[165.1, 815.4, 41.7, 34.5]",0,12162,165.1,815.4,206.8,849.9,41.7,34.5
2572,2,14037.87,"[138.4, 638.0, 72.1, 194.7]",0,12163,138.4,638.0,210.5,832.7,72.1,194.7
2572,2,1274.0,"[191.5, 740.6, 17.5, 72.8]",0,12164,191.5,740.6,209.0,813.4,17.5,72.8
2572,2,5289.57,"[177.8, 635.3, 41.1, 128.7]",0,12165,177.8,635.3,218.9,764.0,41.1,128.7
2572,2,20808.48,"[186.2, 623.7, 92.4, 225.2]",0,12166,186.2,623.7,278.6,848.9000000000001,92.4,225.2
2572,2,36260.8,"[186.7, 680.6, 173.0, 209.6]",0,12167,186.7,680.6,359.7,890.2,173.0,209.6
2572,3,5498.84,"[230.1, 726.3, 55.6, 98.9]",0,12168,230.1,726.3,285.7,825.1999999999999,55.6,98.9
2572,3,9244.8,"[250.2, 728.0, 85.6, 108.0]",0,12169,250.2,728.0,335.79999999999995,836.0,85.6,108.0
2572,2,11544.0,"[341.1, 732.4, 80.0, 144.3]",0,12170,341.1,732.4,421.1,876.7,80.0,144.3
2572,2,1843.86,"[286.2, 550.6, 38.9, 47.4]",0,12171,286.2,550.6,325.09999999999997,598.0,38.9,47.4
2572,6,6316.2,"[463.7, 374.9, 72.6, 87.0]",0,12172,463.7,374.9,536.3,461.9,72.6,87.0
2572,6,8694.6,"[483.6, 395.5, 129.0, 67.4]",0,12173,483.6,395.5,612.6,462.9,129.0,67.4
2572,6,4620.6,"[488.9, 410.1, 60.4, 76.5]",0,12174,488.9,410.1,549.3,486.6,60.4,76.5
2572,6,13520.44,"[420.6, 426.3, 100.3, 134.8]",0,12175,420.6,426.3,520.9,561.1,100.3,134.8
2572,2,4191.36,"[471.9, 789.0, 59.2, 70.8]",0,12176,471.9,789.0,531.1,859.8,59.2,70.8
2573,1,20122.45,"[0.0, 637.2, 270.1, 74.5]",0,12177,0.0,637.2,270.1,711.7,270.1,74.5
2573,1,6881.94,"[434.5, 101.5, 34.6, 198.9]",0,12178,434.5,101.5,469.1,300.4,34.6,198.9
2573,1,21260.25,"[0.0, 349.6, 257.7, 82.5]",0,12179,0.0,349.6,257.7,432.1,257.7,82.5
2573,6,311923.1,"[214.9, 300.2, 463.0, 673.7]",0,12180,214.9,300.2,677.9,973.9000000000001,463.0,673.7
2573,1,100805.31,"[255.3, 586.5, 384.9, 261.9]",0,12181,255.3,586.5,640.2,848.4,384.9,261.9
2574,2,190681.51,"[318.0, 204.7, 409.1, 466.1]",0,12182,318.0,204.7,727.1,670.8,409.1,466.1
2574,2,34754.67,"[408.2, 396.4, 288.9, 120.3]",0,12183,408.2,396.4,697.0999999999999,516.6999999999999,288.9,120.3
2574,2,52560.72,"[344.2, 244.7, 266.4, 197.3]",0,12184,344.2,244.7,610.5999999999999,442.0,266.4,197.3
2575,1,153031.41,"[613.2, 172.2, 242.1, 632.1]",0,12185,613.2,172.2,855.3000000000001,804.3,242.1,632.1
2575,6,314710.68,"[108.4, 257.5, 569.2, 552.9]",0,12186,108.4,257.5,677.6,810.4,569.2,552.9
2575,1,3992.88,"[380.6, 207.5, 78.6, 50.8]",0,12187,380.6,207.5,459.20000000000005,258.3,78.6,50.8
2576,4,110293.04,"[267.5, 275.0, 404.3, 272.8]",0,12188,267.5,275.0,671.8,547.8,404.3,272.8
2577,1,146711.76,"[314.4, 415.5, 478.2, 306.8]",0,12189,314.4,415.5,792.5999999999999,722.3,478.2,306.8
2578,8,275350.66,"[197.6, 260.1, 521.3, 528.2]",0,12190,197.6,260.1,718.9,788.3000000000001,521.3,528.2
2578,2,2688.0,"[334.6, 769.4, 52.5, 51.2]",0,12191,334.6,769.4,387.1,820.6,52.5,51.2
2579,1,5591.07,"[195.3, 538.8, 85.1, 65.7]",0,12192,195.3,538.8,280.4,604.5,85.1,65.7
2579,6,139536.06,"[0.0, 11.2, 201.7, 691.8]",0,12193,0.0,11.2,201.7,703.0,201.7,691.8
2579,6,179185.78,"[448.3, 74.8, 213.8, 838.1]",0,12194,448.3,74.8,662.1,912.9,213.8,838.1
2579,1,12760.96,"[883.6, 673.2, 101.6, 125.6]",0,12195,883.6,673.2,985.2,798.8000000000001,101.6,125.6
2579,1,7190.15,"[797.0, 644.7, 93.5, 76.9]",0,12196,797.0,644.7,890.5,721.6,93.5,76.9
2579,1,6381.2,"[911.0, 666.1, 60.2, 106.0]",0,12197,911.0,666.1,971.2,772.1,60.2,106.0
2579,1,10830.15,"[962.3, 785.3, 61.5, 176.1]",0,12198,962.3,785.3,1023.8,961.4,61.5,176.1
2579,1,11365.92,"[959.0, 626.8, 64.8, 175.4]",0,12199,959.0,626.8,1023.8,802.1999999999999,64.8,175.4
2579,1,47099.46,"[861.5, 625.8, 162.3, 290.2]",0,12200,861.5,625.8,1023.8,916.0,162.3,290.2
2580,8,17841.6,"[0.0, 0.0, 123.9, 144.0]",0,12201,0.0,0.0,123.9,144.0,123.9,144.0
2580,8,9846.24,"[17.9, 108.4, 116.8, 84.3]",0,12202,17.9,108.4,134.7,192.7,116.8,84.3
2580,8,30243.78,"[411.4, 286.0, 228.6, 132.3]",0,12203,411.4,286.0,640.0,418.3,228.6,132.3
2580,2,52947.62,"[811.3, 286.2, 212.3, 249.4]",0,12204,811.3,286.2,1023.5999999999999,535.6,212.3,249.4
2580,8,17141.99,"[915.0, 476.7, 108.7, 157.7]",0,12205,915.0,476.7,1023.7,634.4,108.7,157.7
2580,8,15434.07,"[800.5, 514.3, 149.7, 103.1]",0,12206,800.5,514.3,950.2,617.4,149.7,103.1
2580,8,196980.78,"[428.7, 514.3, 508.6, 387.3]",0,12207,428.7,514.3,937.3,901.5999999999999,508.6,387.3
